month,product_id,label
2021-01,1001,1854.5146776885001
2021-01,1002,2062.0249259963425
2021-01,1003,1493.320982698136
2021-01,1004,2423.016328837454
2021-01,1005,2244.901763728261
2021-01,1006,1812.3780928573774
2021-01,1007,2040.900352516438
2021-01,1008,890.7996918828924
2021-01,1009,2679.2485462253007
2021-01,1010,462.1331887425582
2021-01,1011,833.9203372076688
2021-01,1012,1879.1769763106556
2021-01,1013,12215.723821436775
2021-01,1014,475.07720864888734
2021-01,1015,1249.6230923391684
2021-01,1016,2341.588575144233
2021-01,1017,2029.5360279115032
2021-01,1018,1570.346579162228
2021-01,1019,1372.6843787606779
2021-01,1020,2512.4523381661556
2021-01,1021,887.5608945138881
2021-01,1022,538.6934079155716
2021-01,1023,1244.5001938539137
2021-01,1024,2737.363853319955
2021-01,1025,1587.0190484772752
2021-01,1026,617.9200553978499
2021-01,1027,1045.6965973728247
2021-01,1028,661.5570367805981
2021-01,1029,1662.3365487707267
2021-01,1030,1645.0577608853341
2021-01,1031,1069.4632553079869
2021-01,1032,838.4351484691325
2021-01,1033,345.61037656257685
2021-01,1034,1684.5606126893467
2021-01,1035,3778.5210253578844
2021-01,1036,1499.21434954641
2021-01,1037,445.67408800237746
2021-01,1038,1914.5165220265178
2021-01,1039,1382.0778375061125
2021-01,1040,592.3652428507282
2021-01,1041,1519.5317560970173
2021-01,1042,303.13991777948786
2021-01,1043,516.5615860293605
2021-01,1044,589.7207934532815
2021-01,1045,361.63035287696374
2021-01,1046,1659.903484611946
2021-01,1047,611.7753325209326
2021-01,1048,378.63866541651606
2021-01,1049,566.7781474896716
2021-01,1050,411.2594244822483
2021-01,1051,337.86085195769687
2021-01,1052,1020.176199793072
2021-01,1053,328.66483888548214
2021-01,1054,563.8060002952501
2021-01,1055,499.6000200983327
2021-01,1056,676.4604771760899
2021-01,1057,437.45604133496187
2021-01,1058,173.87819978311845
2021-01,1059,335.4479351494202
2021-01,1060,278.03481028918105
2021-01,1061,619.8381410628773
2021-01,1062,128.42246649013657
2021-01,1063,1987.5470587229865
2021-01,1064,932.2173635318014
2021-01,1065,1781.9838686473765
2021-01,1066,3807.9861943464125
2021-01,1067,1749.7278970355126
2021-01,1068,3144.1316119356793
2021-01,1069,1255.4434526764526
2021-01,1070,25708.72902960917
2021-01,1071,26485.997172576408
2021-01,1072,4137.980237405343
2021-01,1073,9449.754850240664
